file,grade,name,verdict_raw,pass
4A_北京世园公园.png,4A,北京世园公园,FAIL — 图中未显示任何彩色高亮多边形，仅有 3×3 的空白占位格，无法判断边界是否贴合北京世园公园的围墙轮廓。,False
4A_北京凤凰岭景区.png,4A,北京凤凰岭景区,FAIL 图中未出现任何彩色高亮多边形，仅显示9个相同的占位图块，无法判断与北京凤凰岭景区围墙轮廓的贴合度。,False
4A_北京动物园景区.png,4A,北京动物园景区,"FAIL — 图中所有瓦片均为未填写的""点我填写卫星图""占位图，未呈现北京动物园的实际卫星影像与围墙轮廓，无法判断高亮多边形边界是否贴合。",False
4A_北京十渡风景区.png,4A,北京十渡风景区,FAIL 图像中未显示任何彩色高亮多边形，也未呈现北京十渡风景区的实际卫星或地图影像，仅为占位图块的网格排列，无法判定边界是否贴合实际围墙轮廓。,False
4A_北京园博园景区.png,4A,北京园博园景区,FAIL — 图中未见任何彩色高亮多边形，仅为占位加载状态，无法判断是否贴合北京园博园景区围墙轮廓。,False
4A_北京国际鲜花港景区.png,4A,北京国际鲜花港景区,FAIL 图中未出现任何彩色高亮多边形，仅显示9个占位图片框，无法判断边界是否贴合北京国际鲜花港景区的实际围墙轮廓。,False
4A_北京圣莲山旅游风景区.png,4A,北京圣莲山旅游风景区,FAIL — 图片仅显示占位网格（“点击插入卫星图”），未加载实际的卫星影像或彩色高亮多边形，无法判断边界是否贴合北京圣莲山旅游风景区的围墙轮廓。,False
4A_北京天文馆景区.png,4A,北京天文馆景区,FAIL 图中未显示任何彩色高亮多边形，无法判断其是否覆盖北京天文馆景区或与实际围墙轮廓贴合。,False
4A_北京密云司马台长城景区.png,4A,北京密云司马台长城景区,FAIL 图片仅显示占位符（破碎图标），未呈现任何彩色高亮多边形或景区实际轮廓，无法判断边界贴合情况。,False
4A_北京市东城区地坛公园景区.png,4A,北京市东城区地坛公园景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
4A_北京市中山公园景区.png,4A,北京市中山公园景区,"FAIL 图中所有瓦片均为""点击域无卫星图""的占位符，未显示任何卫星影像或彩色高亮多边形，无法判断边界是否贴合实际围墙轮廓。",False
4A_北京市北海公园旅游区.png,4A,北京市北海公园旅游区,FAIL — 图片仅显示占位符（未加载的空白瓦片），无法看到实际的高亮多边形或北海公园轮廓，故无法判断边界贴合情况。,False
4A_北京市平谷区丫髻山景区.png,4A,北京市平谷区丫髻山景区,FAIL 图中未显示北京市平谷区丫髻山景区的实际地图或围墙轮廓，仅为占位符网格，无法判断多边形是否贴合景区边界。,False
4A_北京市怀柔区红螺寺景区.png,4A,北京市怀柔区红螺寺景区,FAIL 图片中仅为占位符网格，未显示任何关于北京市怀柔区红螺寺景区的实际围墙轮廓或多边形覆盖，无法判断边界是否贴合。,False
4A_北京市房山区云居寺景区.png,4A,北京市房山区云居寺景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
4A_北京市房山区石花洞景区.png,4A,北京市房山区石花洞景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
4A_北京市景山公园景区.png,4A,北京市景山公园景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
4A_北京市欢乐谷景区.png,4A,北京市欢乐谷景区,FAIL 图中所有网格均为占位符（未加载的图片图标），无任何彩色高亮多边形或实际地图内容显示，无法判断边界是否贴合围墙轮廓。,False
4A_北京市玉渊潭公园景区.png,4A,北京市玉渊潭公园景区,FAIL 图中未见任何彩色高亮多边形覆盖在 玉渊潭公园 范围上，仅为占位瓦片网格，无法判断与实际围墙轮廓的贴合情况。,False
4A_北京市门头沟区戒台寺景区.png,4A,北京市门头沟区戒台寺景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
4A_北京市陶然亭公园景区.png,4A,北京市陶然亭公园景区,FAIL 图中仅为占位符网格，未显示任何彩色高亮多边形或陶然亭公园的实际围墙轮廓，无法判断边界贴合情况。,False
4A_北京市香山公园景区.png,4A,北京市香山公园景区,FAIL 图中未显示任何景区地图或高亮多边形，仅为占位图块，无法判断边界是否贴合实际围墙轮廓。,False
4A_北京延庆百里山水画廊景区.png,4A,北京延庆百里山水画廊景区,FAIL 图中仅为9格占位缩略图，未显示任何实际地图、彩色高亮多边形或景区围墙轮廓，无法判断边界贴合情况。,False
4A_北京张裕爱斐堡国际酒庄旅游景区.png,4A,北京张裕爱斐堡国际酒庄旅游景区,FAIL 图中未显示任何彩色高亮多边形或实际地图边界，仅为占位图，无法判断边界是否贴合北京张裕爱斐堡国际酒庄的围墙轮廓。,False
4A_北京汽车博物馆景区.png,4A,北京汽车博物馆景区,FAIL 图片显示为占位符网格，无可识别的北京汽车博物馆地图轮廓，也无可见的高亮多边形，无法判断边界贴合情况。,False
4A_北京石景山游乐园景区.png,4A,北京石景山游乐园景区,FAIL 图中仅为占位缩略图网格，未显示北京石景山游乐园的实际地图，也未见任何彩色高亮多边形覆盖该景区，因此无法判断边界是否贴合实际围墙轮廓。,False
4A_北京野生动物园景区.png,4A,北京野生动物园景区,FAIL — 图中未出现任何彩色高亮多边形或地图，仅为九宫格占位图，无法判断与北京野生动物园实际围墙轮廓的贴合情况。,False
4A_北京雁栖湖景区.png,4A,北京雁栖湖景区,FAIL — 图中未见任何彩色高亮多边形覆盖 北京雁栖湖景区，无法判断边界是否与实际围墙轮廓贴合。,False
4A_北京黄花城水长城旅游区.png,4A,北京黄花城水长城旅游区,FAIL — 图中仅显示 9 个绿色占位图块，未见任何彩色高亮多边形覆盖北京黄花城水长城旅游区，无法判断边界是否贴合实际围墙轮廓。,False
4A_北京龙脉温泉景区.png,4A,北京龙脉温泉景区,FAIL 图中未显示任何景区实景或高亮多边形，仅为占位网格，无法判断边界是否贴合实际围墙轮廓。,False
4A_南宫旅游景区.png,4A,南宫旅游景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
4A_国家植物园景区.png,4A,国家植物园景区,FAIL 图中仅为占位符（缺失图像的灰色方块），未显示任何国家植物园景区的彩色高亮多边形或实际围墙轮廓，无法判断边界贴合情况。,False
4A_孔庙和国子监博物馆景区.png,4A,孔庙和国子监博物馆景区,FAIL 图中未出现任何彩色高亮多边形或可识别的景区覆盖区域，仅显示为 3×3 占位图块网格，无法判断边界是否贴合实际围墙轮廓。,False
4A_小汤山现代农业科技示范园景区.png,4A,小汤山现代农业科技示范园景区,FAIL — 图中未显示任何彩色高亮多边形，也无可见的景区围墙地图，仅为占位图，无法判断边界贴合情况。,False
4A_居庸关长城景区.png,4A,居庸关长城景区,FAIL 图中未显示任何彩色高亮多边形或居庸关长城景区的实际轮廓/围墙，全部为占位符缩略图，无法判断边界是否贴合。,False
4A_平谷京东大峡谷旅游区.png,4A,平谷京东大峡谷旅游区,FAIL 图中所有九宫格单元均为相同的占位图（缺图图标），没有实际的卫星影像或地图底图，无法看到平谷京东大峡谷旅游区的真实围墙轮廓，因此无法判断高亮多边形边界是否贴合。,False
4A_平谷区京东石林峡风景区.png,4A,平谷区京东石林峡风景区,FAIL — 图中未显示任何彩色高亮多边形，仅为占位符网格，无法判断边界是否贴合实际围墙轮廓。,False
4A_怀柔青龙峡旅游区.png,4A,怀柔青龙峡旅游区,"FAIL 卫星图瓦片未加载，无法辨识""怀柔青龙峡旅游区""的真实围墙轮廓与高亮多边形的对应关系。",False
4A_明城墙遗址公园.png,4A,明城墙遗址公园,FAIL 图中未见任何彩色高亮多边形，仅显示 3×3 相同的占位图，无法判断边界是否贴合明城墙遗址公园的围墙轮廓。,False
4A_朝阳公园景区.png,4A,朝阳公园景区,FAIL 图片中未显示任何彩色高亮多边形或可识别的朝阳公园景区围墙轮廓，无法判断边界贴合情况。,False
4A_潭柘寺景区.png,4A,潭柘寺景区,FAIL 图中为占位图，无实际地图内容或高亮多边形，无法判断边界是否贴合潭柘寺景区围墙轮廓。,False
4A_紫竹院公园景区.png,4A,紫竹院公园景区,FAIL 图片中未显示任何地图或彩色高亮多边形，仅有9个空白占位图块，无法判断与紫竹院公园景区围墙的贴合情况。,False
4A_谷山村景区.png,4A,谷山村景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
4A_金海湖风景区.png,4A,金海湖风景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
4A_银山塔林风景区.png,4A,银山塔林风景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
4A_顺义奥林匹克水上公园.png,4A,顺义奥林匹克水上公园,"FAIL 原因：图像中未显示任何彩色高亮多边形，且所有网格均为相同的""点区域无法显示""占位图，无法判断是否覆盖了顺义奥林匹克水上公园的围墙轮廓。",False
4A_首都博物馆.png,4A,首都博物馆,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
4A_黑龙潭旅游区.png,4A,黑龙潭旅游区,"FAIL — 图中所有瓦片均为占位图（""点区域无卫星图""），无真实卫星影像可供比对，无法验证多边形边界是否贴合实际围墙轮廓。",False
5A_八达岭.png,5A,八达岭,FAIL 图像为占位符状态，无实际彩色高亮多边形或景区图像内容，无法判断边界贴合情况。,False
5A_北京.png,5A,北京,FAIL — 图中未显示任何彩色高亮多边形或实际地图内容，仅有占位符（点选/域无卫星图），无法判断边界贴合情况。,False
5A_北京奥林匹克公园.png,5A,北京奥林匹克公园,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
5A_圆明园遗址公园景区.png,5A,圆明园遗址公园景区,FAIL 图中未显示任何彩色高亮多边形，仅为占位符网格，无法判断边界是否贴合实际围墙轮廓。,False
5A_天坛公园.png,5A,天坛公园,FAIL — 图中未观察到任何彩色高亮多边形，无法判断其与天坛公园实际围墙的贴合情况。,False
5A_恭王府景区.png,5A,恭王府景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
5A_明十三陵景区.png,5A,明十三陵景区,"TIMEOUT:HTTPSConnectionPool(host='api.scnet.cn', port=443): Max retries exceeded with url: /api/llm/v1/chat/completions (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",False
5A_颐和园.png,5A,颐和园,FAIL 图中未显示任何彩色高亮多边形或颐和园的实际地图/围墙轮廓，仅为占位图块，无法判断边界贴合情况。,False
